symbol,name,sector,market_cap
RAMCOSYS,Ramco Systems Limited,Technology,20947427328.0
RAMKY,Ramky Infrastructure Limited,Industrials,29537077248.0
RAMRAT,Ram Ratna Wires Limited,Industrials,40392142848.0
RANASUG,Rana Sugars Limited,Consumer Defensive,1997917440.0
RANEHOLDIN,Rane Holdings Limited,Consumer Cyclical,23486996480.0
RATEGAIN,Rategain Travel Technologies Limited,Technology,101480087552.0
RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials,193804386304.0
RATNAVEER,Ratnaveer Precision Engineering Limited,Basic Materials,13377502208.0
RAYMOND,Raymond Limited,Industrials,39684616192.0
RAYMONDLSL,Raymond Lifestyle Limited,Consumer Cyclical,49589493760.0
RAYMONDREL,Raymond Realty Limited,Real Estate,45191749632.0
RBA,Restaurant Brands Asia Limited,Consumer Cyclical,55777505280.0
RBLBANK,RBL Bank Limited,Financial Services,581948080128.0
RBZJEWEL,RBZ Jewellers Limited,Consumer Cyclical,5400399872.0
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,75526103040.0
RCOM,Reliance Communications Limited,Communication Services,2626210816.0
RECLTD,REC Limited,Financial Services,964813258752.0
REDINGTON,Redington Limited,Technology,218013417472.0
REDTAPE,Redtape Limited,Consumer Cyclical,74866728960.0
REFEX,Refex Industries Limited,Energy,50016399360.0
REGAAL,Regaal Resources Limited,Consumer Defensive,7910733312.0
REGENCERAM,Regency Ceramics Limited,Industrials,1104465024.0
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,91260887040.0
RELCHEMQ,Reliance Chemotex Industries Limited,Consumer Cyclical,1034222528.0
RELIABLE,Reliable Data Services Limited,Technology,1613944832.0
RELIANCE,Reliance Industries Limited,Energy,17965709787136.0
RELIGARE,Religare Enterprises Limited,Financial Services,91167416320.0
RELTD,Ravindra Energy Limited,Technology,28983582720.0
REMSONSIND,Remsons Industries Limited,Consumer Cyclical,3001128448.0
RENUKA,Shree Renuka Sugars Limited,Consumer Defensive,49061687296.0
REPCOHOME,Repco Home Finance Limited,Financial Services,24680456192.0
REPL,Rudrabhishek Enterprises Limited,Industrials,1284885248.0
REPRO,Repro India Limited,Industrials,5322120192.0
RESPONIND,Responsive Industries Limited,Basic Materials,54958686208.0
RETAIL,JHS Svendgaard Retail Ventures Limited,Consumer Defensive,153261936.0
RGL,Renaissance Global Limited,Consumer Cyclical,12596468736.0
RHETAN,Rhetan TMT Limited,Basic Materials,21945937920.0
RHIM,RHI MAGNESITA INDIA LIMITED,Industrials,80225804288.0
RHL,Robust Hotels Limited,Consumer Cyclical,3131872000.0
RICOAUTO,Rico Auto Industries Limited,Consumer Cyclical,19839543296.0
RIIL,Reliance Industrial Infrastructure Limited,Industrials,13038850048.0
RISHABH,Rishabh Instruments Limited,Technology,22713481216.0
RITCO,Ritco Logistics Limited,Industrials,7631519232.0
RITES,RITES Limited,Industrials,102070632448.0
RKDL,Ravi Kumar Distilleries Limited,Consumer Defensive,450720032.0
RKEC,RKEC Projects Limited,Industrials,686131200.0
RKFORGE,Ramkrishna Forgings Limited,Industrials,106252795904.0
RKSWAMY,R K Swamy Limited,Communication Services,5025513984.0
RMC,RMC Switchgears Limited,Industrials,3718469120.0
RMDRIP,R M Drip and Sprinklers Systems Limited,Industrials,8487490048.0
RML,Rane (Madras) Limited,Consumer Cyclical,30919045120.0
RNBDENIMS,R&B Denims Limited,Consumer Cyclical,3152891904.0
ROHLTD,Royal Orchid Hotels Limited,Consumer Cyclical,9351998464.0
ROLEXRINGS,Rolex Rings Limited,Industrials,39501918208.0
ROLLT,Rollatainers Limited,Real Estate,935486208.0
ROML,Raj Oil Mills Limited,Consumer Defensive,710463616.0
ROSSARI,Rossari Biotech Limited,Basic Materials,30235512832.0
ROSSELLIND,Rossell India Limited,Industrials,2144552448.0
ROSSTECH,Rossell Techsys Limited,Industrials,37424021504.0
ROTO,Roto Pumps Limited,Industrials,13163330560.0
ROUTE,ROUTE MOBILE LIMITED,Communication Services,33879906304.0
RPEL,Raghav Productivity Enhancers Limited,Basic Materials,55207366656.0
RPGLIFE,RPG Life Sciences Limited,Healthcare,38924570624.0
RPOWER,Reliance Power Limited,Utilities,108439912448.0
RPPINFRA,R.P.P. Infra Projects Limited,Industrials,3413990400.0
RPPL,Rajshree Polypack Limited,Consumer Cyclical,1520421120.0
RPSGVENT,RPSG VENTURES LIMITED,Technology,29160704000.0
RPTECH,Rashi Peripherals Limited,Technology,50657071104.0
RRIL,RRIL Limited,,
RRKABEL,R R Kabel Limited,Industrials,270209056768.0
RSDFIN,RSD Finance Limited,,
RSL,Rajputana Stainless Limited,Basic Materials,10867137536.0
RSSOFTWARE,R. S. Software (India) Limited,Technology,992951744.0
RSWM,RSWM Limited,Consumer Cyclical,9043523584.0
RSYSTEMS,R Systems International Limited,Technology,30106411008.0
RTNINDIA,RattanIndia Enterprises Limited,Consumer Cyclical,48676286464.0
RTNPOWER,RattanIndia Power Limited,Utilities,50371592192.0
RUBFILA,Rubfila International Limited,Basic Materials,3964243200.0
RUBICON,Rubicon Research Limited,Healthcare,226861170688.0
RUBYMILLS,The Ruby Mills Limited,Consumer Cyclical,11235840000.0
RUCHINFRA,Ruchi Infrastructure Limited,Industrials,1496398208.0
RUCHIRA,Ruchira Papers Limited,Basic Materials,3301452288.0
RUDRA,Rudra Global Infra Products Limited,Basic Materials,1756016896.0
RUPA,Rupa & Company Limited,Consumer Cyclical,12858360832.0
RUSHIL,Rushil Decor Limited,Consumer Cyclical,5193478144.0
RUSTOMJEE,Keystone Realtors Limited,Real Estate,49768984576.0
RVHL,Ravinder Heights Limited,Real Estate,2916652544.0
RVNL,Rail Vikas Nigam Limited,Industrials,510996742144.0
RVTH,Revathi Equipment India Limited,Industrials,2165875200.0
S&SPOWER,S&S Power Switchgears Limited,Industrials,4751496704.0
SAATVIKGL,Saatvik Green Energy Limited,Technology,59224580096.0
SABEVENTS,Sab Events & Governance Now Media Limited,Communication Services,84393872.0
SADBHAV,Sadbhav Engineering Limited,Industrials,1576735616.0
SADBHIN,Sadbhav Infrastructure Project Limited,Industrials,979186112.0
SADHNANIQ,Sadhana Nitrochem Limited,Basic Materials,9279493120.0
SAFARI,Safari Industries (India) Limited,Consumer Cyclical,80970047488.0
SAGARDEEP,Sagardeep Alloys Limited,Basic Materials,438886880.0
SAGCEM,Sagar Cements Limited,Basic Materials,22422880256.0
SAGILITY,SAGILITY LIMITED,Healthcare,188657532928.0
SAHLIBHFI,Shalibhadra Finance Limited,Financial Services,2318174464.0
SAHYADRI,Sahyadri Industries Limited,Industrials,3201792768.0
SAIL,Steel Authority of India Limited,Basic Materials,718298284032.0
SAILIFE,Sai Life Sciences Limited,Healthcare,262173229056.0
SAIPARENT,Sai Parenterals Limited,Healthcare,26763778048.0
SAKAR,Sakar Healthcare Limited,Healthcare,18065872896.0
SAKHTISUG,Sakthi Sugars Limited,Consumer Defensive,2064950144.0
SAKSOFT,Saksoft Limited,Technology,17978025984.0
SAKUMA,Sakuma Exports Limited,Consumer Defensive,3010019840.0
SALASAR,Salasar Techno Engineering Limited,Basic Materials,12392968192.0
SALONA,Salona Cotspin Limited,Consumer Cyclical,1415585536.0
SALSTEEL,S.A.L. Steel Limited,Basic Materials,8329876480.0
SALZERELEC,Salzer Electronics Limited,Industrials,11980937216.0
SAMBHAAV,Sambhaav Media Limited,Communication Services,1261331584.0
SAMBHV,Sambhv Steel Tubes Limited,Basic Materials,33324390400.0
SAMHI,Samhi Hotels Limited,Consumer Cyclical,39899840512.0
SAMMAANCAP,Sammaan Capital Limited,Financial Services,201674964992.0
SAMPANN,Sampann Utpadan India Limited,Basic Materials,1317869952.0
SANATHAN,Sanathan Textiles Limited,Consumer Cyclical,37568245760.0
SANDESH,The Sandesh Limited,Communication Services,7520976384.0
SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,42907471872.0
SANDUMA,Sandur Manganese & Iron Ores Limited,Basic Materials,103705600000.0
SANGAMIND,Sangam (India) Limited,Consumer Cyclical,26247720960.0
SANGHVIMOV,Sanghvi Movers Limited,Industrials,37664886784.0
SANGINITA,Sanginita Chemicals Limited,Basic Materials,1015081728.0
SANOFI,Sanofi India Limited,Healthcare,78186659840.0
SANOFICONR,Sanofi Consumer Healthcare India Limited,Healthcare,108670541824.0
SANSERA,Sansera Engineering Limited,Consumer Cyclical,194070839296.0
SANSTAR,Sanstar Limited,Basic Materials,22580064256.0
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,60883046400.0
SAPPL,Shree Ajit Pulp & Paper Limited,,
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,187995406336.0
SAREGAMA,Saregama India Limited,Communication Services,93119545344.0
SARLAPOLY,Sarla Performance Fibers Limited,Consumer Cyclical,7776983552.0
SARVESHWAR,Sarveshwar Foods Limited,Consumer Defensive,4852608512.0
SASKEN,Sasken Technologies Limited,Technology,36329074688.0
SATIA,Satia Industries Limited,Basic Materials,5716999680.0
SATIN,Satin Creditcare Network Limited,Financial Services,25626107904.0
SAURASHCEM,Saurashtra Cement Limited,Basic Materials,6761568768.0
SAYAJIHOTL,Sayaji Hotels Limited,Consumer Cyclical,5132766720.0
SBC,SBC Exports Limited,Industrials,19819028480.0
SBCL,Shivalik Bimetal Controls Limited,Industrials,42857525248.0
SBFC,SBFC Finance Limited,Financial Services,102271713280.0
SBGLP,Suratwwala Business Group Limited,Real Estate,4526169600.0
SBICARD,SBI Cards and Payment Services Limited,Financial Services,592043704320.0
SBILIFE,SBI Life Insurance Company Limited,Financial Services,1812052967424.0
SBIN,State Bank of India,Financial Services,9601687748608.0
SCANSTL,Scan Steels Limited,,
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,668932833280.0
SCHAND,S Chand And Company Limited,Communication Services,5347617280.0
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,345337954304.0
SCI,Shipping Corporation Of India Limited,Industrials,150313353216.0
SCILAL,Shipping Corporation of India Land and Assets Limited,Real Estate,21543204864.0
SCODATUBES,Scoda Tubes Limited,Basic Materials,9004906496.0
SCPL,Sheetal Cool Products Limited,Consumer Defensive,5142374912.0
SDBL,Som Distilleries & Breweries Limited,Consumer Defensive,15054134272.0
SEAMECLTD,Seamec Limited,Industrials,35699208192.0
SECMARK,SecMark Consultancy Limited,Industrials,1424910208.0
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Technology,648165696.0
SEDEMAC,SEDEMAC Mechatronics Limited,Consumer Cyclical,128143171584.0
SEIL,Shanti Educational Initiatives Limited,,
SEJALLTD,Sejal Glass Limited,Industrials,9341861888.0
SELMC,SEL Manufacturing Company Limited,Consumer Cyclical,998031424.0
SEMAC,Semac Construction Limited,Industrials,1002993856.0
SENCO,Senco Gold Limited,Consumer Cyclical,55254585344.0
SENORES,Senores Pharmaceuticals Limited,Healthcare,60431515648.0
SEPC,SEPC Limited,Industrials,14143882240.0
SERVOTECH,Servotech Renewable Power System Limited,Industrials,23036188672.0
SESHAPAPER,Seshasayee Paper and Boards Limited,Basic Materials,14193484800.0
SETCO,Setco Automotive Limited,Consumer Cyclical,2305317888.0
SETL,Standard Engineering Technology Limited,Industrials,43994472448.0
SEYAIND,Seya Industries Limited,Basic Materials,388542688.0
SFL,Sheela Foam Limited,Consumer Cyclical,82164572160.0
SGFIN,SG Finserve Limited,Financial Services,38670479360.0
SGIL,Synergy Green Industries Limited,Industrials,9477903360.0
SGL,STL Global Limited,Consumer Cyclical,289163296.0
SGMART,SG Mart Limited,Industrials,74883817472.0
SHADOWFAX,Shadowfax Technologies Limited,Industrials,129631346688.0
SHAH,Shah Metacorp Limited,Basic Materials,4073042944.0
SHAHALLOYS,Shah Alloys Limited,Basic Materials,1379294592.0
SHAILY,Shaily Engineering Plastics Limited,Basic Materials,128667099136.0
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,70102384640.0
SHALBY,Shalby Limited,Healthcare,18736506880.0
SHALPAINTS,Shalimar Paints Limited,Basic Materials,4537982976.0
SHANKARA,Shankara Building Products Limited,Consumer Cyclical,3012736256.0
SHANTI,Shanti Overseas (India) Limited,Consumer Defensive,73077480.0
SHANTIGEAR,Shanthi Gears Limited,Industrials,34613714944.0
SHANTIGOLD,Shanti Gold International Limited,Consumer Cyclical,16024777728.0
SHARDACROP,Sharda Cropchem Limited,Basic Materials,81802928128.0
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Cyclical,47768977408.0
SHARDUL,Shardul Securities Limited,Financial Services,
SHAREINDIA,Share India Securities Limited,Financial Services,30456135680.0
SHBAJRG,Shri Bajrang Alliance Limited,,
SHEKHAWATI,Shekhawati Industries Limited,Consumer Cyclical,508087808.0
SHEMAROO,Shemaroo Entertainment Limited,Communication Services,4038043648.0
SHILCTECH,Shilchar Technologies Limited,Industrials,53251842048.0
SHILPAMED,Shilpa Medicare Limited,Healthcare,114033983488.0
SHINDL,Sharat Industries Limited,,
SHIVALIK,Shivalik Rasayan Limited,Basic Materials,3468038912.0
SHIVAMAUTO,Shivam Autotech Limited,Consumer Cyclical,2275691264.0
SHIVAMILLS,Shiva Mills Limited,Consumer Cyclical,551347328.0
SHIVATEX,Shiva Texyarn Limited,Consumer Cyclical,2033394432.0
SHIVAUM,Shiv Aum Steels Limited,Basic Materials,5045748224.0
SHK,S H Kelkar and Company Limited,Basic Materials,19174049792.0
SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical,39501746176.0
SHRADHA,Shradha Realty Limited,Real Estate,2022921856.0
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Basic Materials,11102025728.0
SHREECEM,SHREE CEMENT LIMITED,Basic Materials,904544321536.0
SHREEJISPG,Shreeji Shipping Global Limited,Industrials,80888913920.0
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,12611699712.0
SHREERAMA,Shree Rama Multi-Tech Limited,Consumer Cyclical,5779164672.0
SHREYANIND,Shreyans Industries Limited,Basic Materials,1955344384.0
SHRIKRISH,Shri Krishna Devcon Limited,,
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Cyclical,20032800768.0
SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Cyclical,169327525888.0
SHRIRAMFIN,Shriram Finance Limited,Financial Services,2361150406656.0
SHRIRAMPPS,Shriram Properties Limited,Real Estate,15785532416.0
SHYAMCENT,Shyam Century Ferrous Limited,Basic Materials,1109664768.0
SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,267847565312.0
SHYAMTEL,Shyam Telecom Limited,Technology,239804816.0
SICAGEN,Sicagen India Limited,Basic Materials,2216014336.0
SIEMENS,Siemens Limited,Industrials,1341862051840.0
SIGACHI,Sigachi Industries Limited,Healthcare,9673055232.0
SIGIND,Signet Industries Limited,Industrials,1451244032.0
SIGMA,Sigma Solve Limited,Technology,3957864192.0
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,Industrials,102016352256.0
SIGNATURE,Signatureglobal (India) Limited,Real Estate,111720046592.0
SIGNPOST,Signpost India Limited,Communication Services,13672510464.0
SIKA,Sika Interplant Systems Limited,,
SIKKO,Sikko Industries Limited,Basic Materials,1720992000.0
SIL,Standard Industries Limited,Consumer Cyclical,1017040576.0
SILGO,Silgo Retail Limited,Consumer Cyclical,1988672640.0
SILINV,SIL Investments Limited,Financial Services,4536087552.0
SILLYMONKS,Silly Monks Entertainment Limited,Communication Services,179616768.0
SILVERTUC,Silver Touch Technologies Limited,Technology,24649328640.0
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,21233145856.0
SINCLAIR,Sinclairs Hotels Limited,Consumer Cyclical,4067480832.0
SINDHUTRAD,Sindhu Trade Links Limited,Industrials,38794928128.0
SINGERIND,Singer India Limited,,
SINTERCOM,Sintercom India Limited,Consumer Cyclical,2138911872.0
SIRCA,Sirca Paints India Limited,Basic Materials,23447789568.0
SIS,SIS LIMITED,Industrials,61303332864.0
SIYSIL,Siyaram Silk Mills Limited,Consumer Cyclical,28510564352.0
SJS,S.J.S. Enterprises Limited,Consumer Cyclical,69787238400.0
SJVN,SJVN Limited,Utilities,289743798272.0
SKFINDIA,SKF India Limited,Industrials,82912411648.0
SKFINDUS,SKF India (Industrial) Limited,Industrials,144497278976.0
SKIPPER,Skipper Limited,Industrials,61905281024.0
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,13105430528.0
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Consumer Cyclical,77034274816.0
SMARTLINK,Smartlink Holdings Limited,Technology,1765575040.0
SMARTWORKS,Smartworks Coworking Spaces Limited,Real Estate,53857431552.0
SMCGLOBAL,SMC Global Securities Limited,Financial Services,15439063040.0
SMLMAH,SML Mahindra Limited,Consumer Cyclical,59490037760.0
SMLT,Sarthak Metals Limited,Industrials,999214848.0
SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,35864047616.0
SNOWMAN,Snowman Logistics Limited,Industrials,6640022016.0
SOBHA,Sobha Limited,Real Estate,152751456256.0
SOFTTECH,Softtech Engineers Limited,Technology,5997106176.0
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,28515805184.0
SOLARINDS,Solar Industries India Limited,Basic Materials,1669812977664.0
SOLARWORLD,Solarworld Energy Solutions Limited,Technology,16352529408.0
SOLEX,Solex Energy Limited,Technology,12277028864.0
SOMANYCERA,Somany Ceramics Limited,Industrials,21228228608.0
SOMATEX,Soma Textiles & Industries Limited,Consumer Cyclical,3261520896.0
SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,1199035264.0
SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,386905669632.0
SONAL,Sonal Mercantile Limited,,
SONAMLTD,SONAM LIMITED,Consumer Cyclical,2143713536.0
SONATSOFTW,Sonata Software Limited,Technology,80588709888.0
SOTL,Savita Oil Technologies Limited,Basic Materials,40670040064.0
SOUTHBANK,The South Indian Bank Limited,Financial Services,120724586496.0
SOUTHWEST,South West Pinnacle Exploration Limited,Energy,7535060992.0
SPAL,S. P. Apparels Limited,Consumer Cyclical,24158468096.0
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,23312189440.0
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,79072935936.0
SPCENET,Spacenet Enterprises India Limited,Financial Services,2418555392.0
SPECIALITY,Speciality Restaurants Limited,Consumer Cyclical,6295235072.0
SPECTRUM,Spectrum Electrical Industries Limited,Industrials,28212629504.0
SPENCERS,Spencer's Retail Limited,Consumer Cyclical,3451960320.0
SPIC,Southern Petrochemicals Industries Corporation  Limited,Basic Materials,14539920384.0
SPLIL,SPL Industries Limited,Consumer Cyclical,939327360.0
SPLPETRO,Supreme Petrochem Limited,Basic Materials,144979869696.0
SPMLINFRA,SPML Infra Limited,Industrials,17769938944.0
SPORTKING,Sportking India Limited,Consumer Cyclical,22637615104.0
SRD,Shankar Lal Rampal Dye-Chem Limited,Basic Materials,2609844480.0
SREEL,Sreeleathers Limited,Consumer Cyclical,5001482752.0
SRF,SRF Limited,Industrials,819947962368.0
SRGHFL,SRG Housing Finance Limited,Financial Services,4608209920.0
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,8523191296.0
SRM,SRM Contractors Limited,Industrials,11899959296.0
SRTL,Shree Ram Twistex Limited,Consumer Cyclical,1592204288.0
SSDL,Saraswati Saree Depot Limited,Consumer Cyclical,2316984320.0
SSWL,Steel Strips Wheels Limited,Consumer Cyclical,36555444224.0
STALLION,Stallion India Fluorochemicals Limited,Basic Materials,23114991616.0
STANLEY,Stanley Lifestyles Limited,Consumer Cyclical,8729372672.0
STAR,Strides Pharma Science Limited,Healthcare,104938635264.0
STARCEMENT,Star Cement Limited,Basic Materials,85839839232.0
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,348746776576.0
STARPAPER,Star Paper Mills Limited,Basic Materials,2196027392.0
STARTECK,Starteck Finance Limited,Financial Services,2804623360.0
STCINDIA,The State Trading Corporation of India Limited,Industrials,8093999616.0
STEELCAS,Steelcast Limited,Basic Materials,31038042112.0
STEELCITY,Steel City Securities Limited,Financial Services,1199352320.0
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Basic Materials,16785822720.0
STEL,Stel Holdings Limited,Financial Services,11367606272.0
STERTOOLS,Sterling Tools Limited,Industrials,9534959616.0
STLNETWORK,STL Networks Limited,Communication Services,14251834368.0
STLTECH,Sterlite Technologies Limited,Technology,298685366272.0
STOVEKRAFT,Stove Kraft Limited,Consumer Cyclical,24800692224.0
STUDDS,Studds Accessories Limited,Consumer Cyclical,19497641984.0
STYL,Seshaasai Technologies Limited,Technology,49836195840.0
STYLAMIND,Stylam Industries Limited,Consumer Cyclical,54013575168.0
STYLEBAAZA,Baazar Style Retail Limited,Consumer Cyclical,23138840576.0
STYRENIX,Styrenix Performance Materials Limited,Basic Materials,42053406720.0
SUBEXLTD,Subex Limited,Technology,6514000896.0
SUBROS,Subros Limited,Consumer Cyclical,57016045568.0
SUDARCOLOR,Sudarshan Colorants India Limited,Basic Materials,8419085824.0
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,72128446464.0
SUDEEPPHRM,Sudeep Pharma Limited,Healthcare,96593666048.0
SUKHJITS,Sukhjit Starch & Chemicals Limited,Basic Materials,5534874624.0
SULA,Sula Vineyards Limited,Consumer Defensive,13259905024.0
SUMEET-RE,Sumeet Industries Limited-RE,,
SUMEETINDS,Sumeet Industries Limited,Consumer Cyclical,16652067840.0
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,219748909056.0
SUMIT,Sumit Woods Limited,Real Estate,1810750080.0
SUMMITSEC,Summit Securities Limited,Financial Services,17303609344.0
SUNCLAY,Sundaram Clayton Limited,Industrials,29674133504.0
SUNDARAM,Sundaram Multi Pap Limited,Basic Materials,639734976.0
SUNDARMFIN,Sundaram Finance Limited,Financial Services,500532477952.0
SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Cyclical,3387668992.0
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,185732464640.0
SUNDROP,Sundrop Brands Limited,Consumer Defensive,24744214528.0
SUNFLAG,Sunflag Iron And Steel Company Limited,Basic Materials,64122081280.0
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,4534502948864.0
SUNTECK,Sunteck Realty Limited,Real Estate,48017342464.0
SUNTV,Sun TV Network Limited,Communication Services,206106247168.0
SUPERHOUSE,Superhouse Limited,Consumer Cyclical,1741729408.0
SUPERSPIN,Super Spinning Mills Limited,Consumer Cyclical,287974240.0
SUPRAJIT,Suprajit Engineering Limited,Consumer Cyclical,65704980480.0
SUPREME,Supreme Holdings & Hospitality (India) Limited,Real Estate,1798110592.0
SUPREMEIND,Supreme Industries Limited,Industrials,462577729536.0
SUPREMEINF,Supreme Infrastructure India Limited,Industrials,7382908928.0
SUPRIYA,Supriya Lifescience Limited,Healthcare,76688031744.0
SURAJEST,Suraj Estate Developers Limited,Real Estate,9349454848.0
SURAJLTD,Suraj Limited,Basic Materials,4187014912.0
SURAKSHA,Suraksha Diagnostic Limited,Healthcare,14530532352.0
SURANASOL,Surana Solar Limited,Technology,1336451200.0
SURANAT&P,Surana Telecom and Power Limited,Utilities,2643246592.0
SURYALA,Suryalata Spinning Mills Limited,,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,1127377152.0
SURYAROSNI,Surya Roshni Limited,Basic Materials,57010020352.0
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,18648549376.0
SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Cyclical,6308675072.0
SUVEN,Suven Life Sciences Limited,Healthcare,71937974272.0
SUVIDHAA,Suvidhaa Infoserve Limited,Technology,591524096.0
SUYOG,Suyog Telematics Limited,Communication Services,9595150336.0
SUZLON,Suzlon Energy Limited,Industrials,810146529280.0
SVLL,Shree Vasu Logistics Limited,Industrials,8205927424.0
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Consumer Cyclical,527505024.0
SWANCORP,SWAN CORP LIMITED,Industrials,105556606976.0
SWANDEF,Swan Defence and Heavy Industries Limited,Industrials,112471121920.0
SWARAJENG,Swaraj Engines Limited,Consumer Cyclical,48186363904.0
SWELECTES,Swelect Energy Systems Limited,Technology,9670531072.0
SWIGGY,Swiggy Limited,Consumer Cyclical,672231849984.0
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Technology,57831485440.0
SYMPHONY,Symphony Limited,Consumer Cyclical,48162684928.0
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,13319799808.0
SYNGENE,Syngene International Limited,Healthcare,180611973120.0
SYRMA,Syrma SGS Technology Limited,Technology,267170840576.0
SYSTMTXC,Systematix Corporate Services Limited,Financial Services,9025288192.0
TAALTECH,Taal Tech Limited,,
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Basic Materials,1863408768.0
TAJGVK,Taj GVK Hotels & Resorts Limited,Consumer Cyclical,21503479808.0
TAKE,Take Solutions Limited,Healthcare,4313637376.0
TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical,22459789312.0
TAMBOLIIN,Tamboli Industries Limited,,
TANLA,Tanla Platforms Limited,Technology,69701738496.0
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Industrials,4660916224.0
TARAPUR,Tarapur Transformers Limited,Industrials,383955232.0
TARC,TARC Limited,Real Estate,38164807680.0
TARIL,Transformers And Rectifiers (India) Limited,Industrials,106738966528.0
TARMAT,Tarmat Limited,Industrials,1333418496.0
TARSONS,Tarsons Products Limited,Healthcare,14180005888.0
TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,21878999040.0
TATACAP,Tata Capital Limited,Financial Services,1507467591680.0
TATACHEM,Tata Chemicals Limited,Basic Materials,188188459008.0
TATACOMM,Tata Communications Limited,Communication Services,581263163392.0
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Consumer Defensive,1111866474496.0
TATAELXSI,Tata Elxsi Limited,Technology,255822888960.0
TATAINVEST,Tata Investment Corporation Limited,Financial Services,348348612608.0
TATAPOWER,Tata Power Company Limited,Utilities,1284366794752.0
TATASTEEL,Tata Steel Limited,Basic Materials,2460695658496.0
TATATECH,Tata Technologies Limited,Technology,306122489856.0
TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,28047075328.0
TBOTEK,TBO Tek Limited,Consumer Cyclical,157506371584.0
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,12963089408.0
TCC,TCC Concept Limited,,
TCI,Transport Corporation of India Limited,Industrials,73290326016.0
TCIEXP,TCI Express Limited,Industrials,20846143488.0
TCIFINANCE,TCI Finance Limited,Financial Services,264143568.0
TCPLPACK,TCPL Packaging Limited,Consumer Cyclical,26788669440.0
TCS,Tata Consultancy Services Limited,Technology,7548777267200.0
TDPOWERSYS,TD Power Systems Limited,Industrials,212798750720.0
TEAMGTY,Team India Guaranty Limited,Financial Services,2190731264.0
TEAMLEASE,Teamlease Services Limited,Industrials,24239165440.0
TECHM,Tech Mahindra Limited,Technology,1255298826240.0
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,128394731520.0
TECHNVISN,TechNVision Ventures Limited,,
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Financial Services,212963136.0
TEGA,Tega Industries Limited,Industrials,136800026624.0
TEJASNET,Tejas Networks Limited,Technology,110782078976.0
TEMBO,Tembo Global Industries Limited,Industrials,8735844352.0
TENNIND,Tenneco Clean Air India Limited,Consumer Cyclical,
TERASOFT,Tera Software Limited,Technology,5261243392.0
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Real Estate,13983794176.0
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,1397272704.0
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,46345945088.0
